Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","191","Croatie","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1793.077","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","191","Croatie","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","2371.706","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","191","Croatie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4129.752","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","191","Croatie","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","2007.499","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","191","Croatie","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","2122.252","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","191","Croatie","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","1770.247","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","191","Croatie","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","2369.901","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","11342.012","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","5650.455","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","5691.556","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","2647.509","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","8828.473","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11336.405","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","5644.544","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","5691.861","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","2644.108","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","8840.528","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","11328.244","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","5637.159","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","5691.084","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","2638.265","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","8850.817","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","11316.697","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","5628.282","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","5688.414","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","2630.623","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","192","Cuba","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","8861.423","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","170.739","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","78.898","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","91.841","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","17.097","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","142.274","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","171.524","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","79.315","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","92.21","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","17.333","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","143.206","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","184.722","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","87.874","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","96.847","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","17.54","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","144.037","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","193.107","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","93.246","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","99.86","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","17.721","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","531","Curaçao","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","144.826","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","5706.857","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","2834.668","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","2872.189","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","705.862","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","5006.008","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","5737.284","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","2850.791","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","2886.493","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","701.971","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","5031.58","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","5766.686","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","2866.323","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","2900.363","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","697.769","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","5056.587","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","5795.878","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","2881.706","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","2914.173","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","693.384","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","208","Danemark","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","5081.84","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","1023.261","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","508.832","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","514.429","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","211.764","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","730.569","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1040.233","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","517.141","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","523.091","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","213.906","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","743.079","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1057.198","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","525.424","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","531.774","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","215.875","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","755.533","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1073.994","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","533.626","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","540.367","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","217.689","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","262","Djibouti","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","768.001","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","70.075","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","35.179","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","34.895","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","22.151","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","51.392","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","70.403","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","35.299","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","35.104","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","22.044","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","51.881","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","70.823","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","35.452","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","35.37","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","21.933","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","52.375","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","71.428","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","35.673","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","35.755","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","21.816","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","212","Dominique","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","52.863","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","99784.03","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","50509.73","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","49274.3","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","54799.311","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","40889.37","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","101789.386","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","51515.521","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","50273.865","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","55893.406","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","41659.745","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","103740.765","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","52490.759","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","51250.007","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","56938.212","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","42437.529","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","105618.671","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","53429.404","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","52189.268","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","57939.247","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","43229.498","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","6250.51","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","2983.896","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","3266.614","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","1871.635","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","4473.087","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","6266.654","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","2989.691","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","3276.963","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1832.049","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","4545.804","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","6276.342","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","2992.279","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","3284.064","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1793.751","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","4617.807","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","6280.217","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","2992.539","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","3287.678","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","1756.617","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","4688.788","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","8994.263","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","6365.662","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","2628.601","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","1300.961","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","7968.651","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","9068.296","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","6392.484","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","2675.811","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1292.709","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","8107.436","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","9140.169","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","6418.331","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","2721.838","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1285.972","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","8255.643","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","9211.657","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","6443.813","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","2767.844","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","1279.098","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","8402.99","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","16439.585","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","8222.126","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","8217.46","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","5974.947","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","10410.121","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","16696.944","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","8350.7","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","8346.245","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","6039.811","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","10585.047","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","17015.672","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","8509.651","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","8506.021","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","6101.055","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","10762.37","X","Ciffre de sources internationales",""
